state,state_abbr,year,month,Anthropic_interest,ChatGPT_interest,Claude AI_interest,Claude Code_interest,Claude Opus_interest,Claude Sonnet_interest,DeepSeek_interest,Gemini Pro_interest,GitHub Copilot_interest,Google DeepMind_interest,Google Gemini_interest,GPT-4_interest,GPT-5_interest,Grok AI_interest,Llama AI_interest,Meta AI_interest,Microsoft Copilot_interest,Mistral AI_interest,OpenAI_interest,Perplexity AI_interest,ai_interest_index
Delaware,DE,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,DE,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,4.95
Delaware,DE,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,DE,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,3.4
Delaware,DE,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware,DE,2022,12,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.75
Delaware,DE,2023,1,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.8
Delaware,DE,2023,2,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,4.1
Delaware,DE,2023,3,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,39.0,0.0,8.0
Delaware,DE,2023,4,0.0,52.0,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,38.0,,10.0
Delaware,DE,2023,5,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0
Delaware,DE,2023,6,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.9
Delaware,DE,2023,7,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.9
Delaware,DE,2023,8,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,9.3
Delaware,DE,2023,9,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.4
Delaware,DE,2023,10,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4.15
Delaware,DE,2023,11,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.95
Delaware,DE,2023,12,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.65
Delaware,DE,2024,1,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,26.0,0.0,9.05
Delaware,DE,2024,2,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,33.0,0.0,9.05
Delaware,DE,2024,3,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,25.0,0.0,10.25
Delaware,DE,2024,4,0.0,72.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,41.0,53.0,0.0,43.0,0.0,14.1
Delaware,DE,2024,5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,27.0,0.0,10.45
Delaware,DE,2024,6,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,5.0
Delaware,DE,2024,7,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,25.0,0.0,10.35
Delaware,DE,2024,8,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,22.0,0.0,8.7
Delaware,DE,2024,9,0.0,72.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,28.0,0.0,11.7
Delaware,DE,2024,10,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,90.0,70.0,0.0,30.0,0.0,15.7
Delaware,DE,2024,11,0.0,69.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,60.0,63.0,0.0,33.0,0.0,14.7
Delaware,DE,2024,12,0.0,68.0,33.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,13.2
Delaware,DE,2025,1,0.0,62.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,58.0,65.0,0.0,26.0,0.0,17.5
Delaware,DE,2025,2,0.0,72.0,31.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,65.0,43.0,0.0,24.0,69.0,18.95
Delaware,DE,2025,3,0.0,76.0,35.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,57.0,0.0,0.0,36.0,0.0,42.0,40.0,0.0,24.0,44.0,19.25
Delaware,DE,2025,4,0.0,76.0,34.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,51.0,0.0,0.0,94.0,0.0,0.0,49.0,0.0,33.0,0.0,19.1
Delaware,DE,2025,5,0.0,78.0,43.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,47.0,0.0,0.0,56.0,0.0,58.0,37.0,0.0,34.0,66.0,22.95
Delaware,DE,2025,6,0.0,81.0,41.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,32.0,62.0,0.0,23.0,13.0,16.1
Delaware,DE,2025,7,15.0,70.0,18.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,48.0,0.0,0.0,42.0,0.0,18.0,55.0,0.0,45.0,0.0,17.7
Delaware,DE,2025,8,12.0,63.0,22.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,34.0,0.0,23.0,45.0,0.0,18.0,40.0,0.0,22.0,11.0,16.4
Delaware,DE,2025,9,0.0,88.0,30.0,13.0,0.0,0.0,37.0,54.0,36.0,0.0,61.0,0.0,0.0,0.0,0.0,30.0,61.0,0.0,19.0,7.0,21.8
Delaware,DE,2025,10,0.0,82.0,29.0,16.0,0.0,0.0,27.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,26.0,57.0,0.0,24.0,0.0,16.4
Delaware,DE,2025,11,21.0,82.0,30.0,14.0,0.0,0.0,31.0,23.0,0.0,0.0,55.0,0.0,0.0,52.0,0.0,48.0,39.0,0.0,29.0,24.0,22.4
Delaware,DE,2025,12,23.0,64.0,35.0,20.0,0.0,0.0,22.0,32.0,0.0,0.0,60.0,0.0,0.0,43.0,0.0,42.0,48.0,0.0,41.0,31.0,23.05
Delaware,DE,2026,1,19.0,82.0,29.0,21.0,0.0,0.0,23.0,28.0,30.0,0.0,43.0,0.0,0.0,59.0,0.0,28.0,60.0,0.0,30.0,15.0,23.35
Delaware,DE,2026,2,32.0,89.0,28.0,21.0,22.0,0.0,21.0,27.0,0.0,0.0,54.0,0.0,0.0,78.0,0.0,37.0,39.0,0.0,25.0,12.0,24.25
District of Columbia,DC,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
District of Columbia,DC,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
District of Columbia,DC,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
District of Columbia,DC,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
District of Columbia,DC,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
District of Columbia,DC,2022,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,9.6
District of Columbia,DC,2023,1,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,9.55
District of Columbia,DC,2023,2,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,100.0,12.7
District of Columbia,DC,2023,3,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,91.0,0.0,79.0,0.0,17.2
District of Columbia,DC,2023,4,0.0,89.0,0.0,,,,,,0.0,0.0,0.0,,,,,,100.0,0.0,67.0,,28.444444444444443
District of Columbia,DC,2023,5,,,,0.0,,0.0,,0.0,,,,100.0,0.0,,0.0,,,,,,16.666666666666668
District of Columbia,DC,2023,6,100.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,14.0
District of Columbia,DC,2023,7,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,96.0,0.0,19.65
District of Columbia,DC,2023,8,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,14.9
District of Columbia,DC,2023,9,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,30.0
District of Columbia,DC,2023,10,100.0,100.0,84.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,24.2
District of Columbia,DC,2023,11,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,100.0,0.0,100.0,0.0,99.0,0.0,34.65
District of Columbia,DC,2023,12,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,30.0
District of Columbia,DC,2024,1,100.0,100.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96.0,100.0,0.0,100.0,97.0,38.3
District of Columbia,DC,2024,2,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,95.0,100.0,44.75
District of Columbia,DC,2024,3,96.0,90.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.0,100.0,43.8
District of Columbia,DC,2024,4,100.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,63.0,100.0,0.0,92.0,100.0,42.7
District of Columbia,DC,2024,5,100.0,84.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49.0,89.0,0.0,100.0,100.0,36.1
District of Columbia,DC,2024,6,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,50.0
District of Columbia,DC,2024,7,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,45.0
District of Columbia,DC,2024,8,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,93.0,100.0,0.0,100.0,0.0,34.65
District of Columbia,DC,2024,9,100.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,81.0,84.0,0.0,100.0,100.0,43.2
District of Columbia,DC,2024,10,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,44.7
District of Columbia,DC,2024,11,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,90.0,100.0,0.0,100.0,100.0,44.5
District of Columbia,DC,2024,12,100.0,97.0,100.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,44.45
District of Columbia,DC,2025,1,100.0,93.0,100.0,0.0,0.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,0.0,0.0,0.0,81.0,60.0,0.0,100.0,93.0,46.1
District of Columbia,DC,2025,2,100.0,94.0,100.0,0.0,0.0,100.0,73.0,0.0,72.0,0.0,100.0,0.0,0.0,100.0,0.0,94.0,96.0,0.0,100.0,100.0,56.45
District of Columbia,DC,2025,3,100.0,87.0,100.0,0.0,0.0,0.0,64.0,100.0,69.0,0.0,100.0,0.0,0.0,82.0,0.0,45.0,69.0,0.0,100.0,100.0,50.8
District of Columbia,DC,2025,4,100.0,86.0,100.0,0.0,0.0,0.0,78.0,100.0,100.0,0.0,100.0,0.0,0.0,70.0,0.0,30.0,95.0,0.0,100.0,100.0,52.95
District of Columbia,DC,2025,5,100.0,85.0,100.0,97.0,0.0,0.0,67.0,100.0,75.0,0.0,100.0,0.0,0.0,76.0,0.0,95.0,77.0,0.0,100.0,100.0,58.6
District of Columbia,DC,2025,6,100.0,100.0,100.0,60.0,0.0,71.0,78.0,69.0,50.0,0.0,100.0,0.0,0.0,40.0,0.0,59.0,100.0,0.0,95.0,38.0,53.0
District of Columbia,DC,2025,7,100.0,100.0,100.0,96.0,0.0,0.0,67.0,41.0,62.0,0.0,100.0,69.0,0.0,66.0,0.0,59.0,100.0,0.0,66.0,33.0,52.95
District of Columbia,DC,2025,8,100.0,88.0,100.0,95.0,100.0,0.0,68.0,89.0,87.0,0.0,79.0,0.0,36.0,73.0,0.0,68.0,100.0,0.0,62.0,35.0,59.0
District of Columbia,DC,2025,9,100.0,99.0,100.0,71.0,0.0,68.0,65.0,90.0,100.0,0.0,77.0,0.0,74.0,94.0,0.0,73.0,94.0,0.0,100.0,91.0,64.8
District of Columbia,DC,2025,10,100.0,91.0,100.0,65.0,0.0,86.0,64.0,100.0,70.0,0.0,79.0,0.0,100.0,81.0,0.0,100.0,80.0,0.0,100.0,84.0,65.0
District of Columbia,DC,2025,11,100.0,99.0,100.0,90.0,0.0,100.0,75.0,53.0,99.0,0.0,100.0,0.0,100.0,53.0,0.0,90.0,80.0,0.0,60.0,98.0,64.85
District of Columbia,DC,2025,12,100.0,89.0,100.0,80.0,100.0,94.0,55.0,94.0,100.0,0.0,93.0,0.0,100.0,79.0,0.0,100.0,100.0,0.0,100.0,95.0,73.95
District of Columbia,DC,2026,1,100.0,88.0,100.0,93.0,100.0,0.0,48.0,70.0,76.0,0.0,100.0,100.0,0.0,85.0,0.0,64.0,100.0,0.0,87.0,65.0,63.8
District of Columbia,DC,2026,2,100.0,97.0,100.0,92.0,100.0,100.0,72.0,100.0,94.0,0.0,97.0,58.0,70.0,75.0,0.0,75.0,100.0,0.0,72.0,100.0,75.1
Florida,FL,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
Florida,FL,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
Florida,FL,2020,3,46.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4
Florida,FL,2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Florida,FL,2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0
Florida,FL,2020,6,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.7
Florida,FL,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.4
Florida,FL,2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.05
Florida,FL,2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.75
Florida,FL,2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.3
Florida,FL,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.45
Florida,FL,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.25
Florida,FL,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.9
Florida,FL,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,4.25
Florida,FL,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.1
Florida,FL,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.55
Florida,FL,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.1
Florida,FL,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
Florida,FL,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Florida,FL,2021,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.15
Florida,FL,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
Florida,FL,2021,10,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,8.75
Florida,FL,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.9
Florida,FL,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.25
