state,state_abbr,year,Anthropic_interest,ChatGPT_interest,Claude AI_interest,Claude Code_interest,Claude Opus_interest,Claude Sonnet_interest,DeepSeek_interest,Gemini Pro_interest,GitHub Copilot_interest,Google DeepMind_interest,Google Gemini_interest,GPT-4_interest,GPT-5_interest,Grok AI_interest,Llama AI_interest,Meta AI_interest,Microsoft Copilot_interest,Mistral AI_interest,OpenAI_interest,Perplexity AI_interest,ai_interest_index,small_claims_filings,small_claims_dispositions,parking_hearing_records,parking_appeal_records,ui_first_payments_total,ui_pct_within_21_days,ui_avg_days_to_first_payment_approx,unemployment_rate_avg,data_coverage_notes
Kentucky,KY,2026,12,59,29,15,10,10,13,11,10,5,47,4,6,24,7,9,17,5,5,11,15.45,,,,,41266,85.25178112732031,11.26461251393399,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2020,84,0,0,100,0,0,0,17,0,0,88,0,0,0,0,0,0,0,12,0,15.05,,,,,879432,96.11772143838296,8.65003377179816,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2021,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,18,0,4.0,,,,,156946,75.58714462299135,14.490066647127035,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2022,27,30,0,100,0,0,0,0,14,0,59,0,0,0,0,34,0,0,24,0,14.4,,,,,48249,86.72304089203922,11.14390971833613,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2023,10,36,22,100,0,0,0,50,15,28,28,23,0,23,23,25,21,0,21,28,22.65,,,,,56114,83.7616281141961,12.416304309085076,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2024,8,45,23,34,17,13,11,26,14,0,36,27,0,45,14,69,31,9,18,25,23.25,,,,,53787,85.52810158588507,12.050430401398108,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2025,13,71,26,16,25,21,24,30,22,23,64,46,29,62,17,58,54,17,27,36,34.05,,,,,52056,85.6519901644383,11.653738281850314,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Louisiana,LA,2026,12,70,36,17,11,13,17,12,11,6,54,6,7,25,9,15,18,6,7,32,19.2,,,,,28094,87.48843169360005,11.141257919840536,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2020,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3.55,,,,,257223,84.3260517138825,13.080995867399103,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2.25,,,,,54363,85.77157257693652,11.590429152180713,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2022,0,47,0,0,0,0,0,0,26,0,74,0,0,0,0,0,0,0,45,0,9.6,,,,,31174,92.10560082119716,9.746840315647654,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2023,21,40,35,0,0,0,0,0,34,0,64,31,0,34,46,31,35,0,29,39,21.95,,,,,36319,92.47225969878026,9.660274236625458,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2024,17,40,32,0,0,0,0,75,29,0,41,38,0,60,20,74,42,0,25,31,26.2,,,,,37572,93.7267113808155,9.429788140104334,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2025,17,54,33,17,21,19,22,28,22,0,52,29,16,55,19,39,44,25,24,16,27.6,,,,,29078,92.7711672054474,9.556812710640347,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maine,ME,2026,11,55,29,16,10,9,12,9,8,6,33,3,3,27,5,8,15,4,3,9,13.75,,,,,7118,97.8505198089351,8.068066872717056,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2020,62,0,0,0,0,0,0,9,0,80,78,0,0,0,0,0,0,0,58,0,14.35,,,,,599157,81.6150024117218,13.489055456249364,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2021,26,0,0,67,0,0,0,51,54,75,82,0,0,0,0,0,0,0,63,0,20.9,,,,,145243,84.34898755878079,10.776670820624746,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2022,37,75,0,33,0,0,0,32,42,46,61,0,0,0,0,51,0,0,51,0,21.4,,,,,83659,83.16140522836754,12.060166867880325,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2023,23,70,50,0,0,0,0,54,41,30,44,50,17,34,47,40,50,18,49,53,33.5,,,,,91072,81.27415671117357,12.10862833801827,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2024,27,75,44,29,50,41,25,49,44,29,57,37,14,63,39,59,56,27,43,45,42.65,,,,,101351,81.53940266992925,12.041331609949582,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2025,33,84,60,37,56,53,48,54,47,58,85,79,52,66,52,66,77,36,47,62,57.6,,,,,128684,81.31547045475739,12.6004281806596,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Maryland,MD,2026,24,80,63,40,20,22,23,18,17,10,61,6,8,26,12,14,25,10,8,42,26.45,,,,,64365,81.4883865454828,12.124143556280588,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2020,84,0,0,0,0,0,0,14,0,100,71,0,0,0,0,0,0,0,100,0,18.45,,,,,1008708,85.57342660115712,11.524737089425283,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2021,38,100,0,89,0,0,0,49,69,95,66,0,0,0,0,0,0,0,100,0,30.3,,,,,259406,84.00383954110545,12.795825848284156,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2022,55,86,100,0,0,0,0,66,76,100,48,82,0,0,0,84,0,0,80,71,42.4,,,,,260638,89.40446136020074,10.545918093294148,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2023,51,84,65,67,0,0,0,72,73,65,66,69,19,41,69,57,61,55,68,61,52.15,,,,,304917,88.37454126860752,11.038441608700072,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2024,39,72,48,41,63,60,43,63,82,77,63,56,21,61,50,57,60,47,60,58,56.05,,,,,290636,86.66785945306155,11.3408645178161,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2025,55,84,81,68,76,73,60,77,72,87,83,94,93,81,68,78,84,69,70,100,77.65,,,,,300747,83.4116383538323,13.024864753430624,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Massachusetts,MA,2026,31,78,71,58,29,29,31,27,29,13,57,8,10,29,12,15,26,14,9,52,31.4,,,,,205274,86.41815329754378,11.515764295526957,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2020,59,0,0,0,0,0,0,13,0,38,60,0,0,0,0,0,0,0,34,0,10.2,,,,,2351479,82.39593039104327,14.270965847451754,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2021,35,0,0,57,0,0,0,36,34,0,53,0,0,0,0,0,0,0,34,0,12.45,,,,,415359,81.80923008770726,14.147022214518044,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2022,34,52,0,0,0,0,0,59,30,19,56,41,0,0,0,27,0,0,40,0,17.9,,,,,238564,85.51625559598263,12.904727871766069,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2023,15,53,32,44,0,0,0,34,33,20,39,33,0,32,36,35,36,14,35,33,26.2,,,,,253940,83.54571946129006,12.987613215720248,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2024,14,56,30,25,28,30,14,38,44,18,44,33,10,57,23,52,42,18,26,28,31.5,,,,,316697,87.19122694562942,12.2202625853734,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2025,16,71,36,21,28,27,38,36,33,19,64,52,30,58,31,48,55,21,32,33,37.45,,,,,307367,88.79970849180296,11.909876466894625,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Michigan,MI,2026,14,66,42,24,13,14,17,13,14,7,56,5,6,23,8,11,18,6,6,16,18.95,,,,,189580,86.60829201392552,12.522462812532968,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2020,54,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,37,0,7.4,,,,,84925,95.87989402413896,8.44347954077127,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2021,32,0,0,0,0,0,0,28,60,0,58,0,0,0,0,0,0,0,43,0,11.05,,,,,290416,93.41461902925458,9.146748113051622,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2022,25,54,0,0,0,0,0,64,34,0,42,0,0,0,0,24,0,0,45,0,14.4,,,,,198550,94.29463611181065,8.900297154369177,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2023,17,50,31,0,0,0,0,69,47,17,39,38,0,32,34,32,49,0,38,33,26.3,,,,,261554,94.22299028116564,8.961256566521635,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2024,16,60,30,25,29,35,13,28,63,22,41,26,0,63,25,54,58,18,28,27,33.05,,,,,297756,94.91899407568611,8.774476416931984,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2025,19,68,36,27,30,32,34,33,47,26,62,49,31,65,30,41,64,22,32,33,39.05,,,,,296867,95.34303240171523,8.651261339252931,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Minnesota,MN,2026,15,60,42,25,14,14,14,13,19,6,50,4,6,21,7,9,19,6,5,20,18.45,,,,,200969,95.37092785454472,8.634879011190781,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2020,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,19,0,3.7,,,,,488467,78.72097808040257,15.036666755379583,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2021,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,2.75,,,,,70517,89.1416254236567,10.695959839471334,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2022,0,23,0,0,0,0,0,0,22,0,57,0,0,0,0,0,0,0,19,0,6.05,,,,,28673,92.09360722631048,9.66419628221672,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2023,8,35,16,0,0,0,0,79,10,0,20,15,0,0,0,23,13,0,20,20,12.95,,,,,31440,89.54198473282443,10.418304707379136,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2024,6,46,21,0,0,0,0,0,11,0,32,13,0,48,0,74,27,0,15,16,15.45,,,,,33363,91.79630129185026,9.91201330815574,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2025,10,69,20,14,8,11,20,21,15,0,50,38,24,54,17,42,38,12,18,26,25.35,,,,,33066,92.7175951128047,9.635789028004597,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Mississippi,MS,2026,9,73,24,13,10,12,13,10,7,6,49,5,7,24,7,11,17,7,5,13,16.1,,,,,23098,91.09879643259156,10.414105117326176,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2020,34,0,0,0,0,0,0,14,0,0,51,0,0,0,0,0,0,0,28,0,6.35,,,,,705030,92.05849396479584,10.973872033814164,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2021,32,0,0,0,0,0,0,32,41,0,56,0,0,0,0,0,0,0,40,0,10.05,,,,,190157,90.99428367086144,10.321074165032051,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2022,25,41,0,0,0,0,0,61,38,0,54,0,0,0,0,36,0,0,36,0,14.55,,,,,102718,91.8222706828404,9.66635351155591,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2023,15,48,43,0,0,0,0,38,31,21,36,32,0,35,31,31,40,0,32,41,23.7,,,,,119091,87.64894072599945,11.087114055638123,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2024,12,49,34,23,29,28,15,36,35,0,40,22,0,64,21,61,47,13,26,31,29.3,,,,,124669,89.78093992893182,10.365708395832163,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2025,17,65,32,23,28,32,32,39,36,20,65,49,31,66,26,42,52,21,33,31,37.0,,,,,139396,93.91517690608052,9.300614795259548,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Missouri,MO,2026,15,65,37,24,14,14,16,14,15,7,48,6,6,23,7,10,19,7,6,21,18.7,,,,,86586,93.64562400388051,9.243457371861505,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2020,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,,,,,31122,92.9503245292719,9.499598354861511,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,32059,89.82501013755888,10.281465423126113,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2022,0,36,0,0,0,0,0,0,33,0,72,0,0,0,0,0,0,0,30,0,8.55,,,,,32058,93.56166947407824,9.187597479568282,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2023,21,39,27,0,0,0,0,0,31,0,28,37,0,0,0,25,33,0,29,24,14.7,,,,,30449,90.97178889290288,9.802949193733784,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2024,13,39,24,0,0,0,0,38,27,0,33,0,0,74,0,60,37,0,24,24,19.65,,,,,37784,85.32447596866398,11.994931717128944,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2025,15,57,31,17,28,16,20,25,22,0,44,0,8,71,28,32,43,0,23,17,24.85,,,,,42533,90.70604001598758,10.08514565161169,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Montana,MT,2026,12,52,33,16,12,8,13,11,8,6,33,3,5,29,6,8,16,4,3,12,14.5,,,,,23694,94.36566219296024,9.06982780450747,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2020,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,18,0,3.4,,,,,169848,84.34482596203664,11.960073124205172,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2021,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,34,0,6.7,,,,,32102,88.13781072830353,10.832845305588435,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2022,0,44,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,33,0,4.65,,,,,19523,86.29309020130103,11.58881831685704,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2023,11,42,33,0,0,0,0,0,33,0,26,30,0,0,0,18,38,0,27,32,14.5,,,,,24138,88.72317507664263,10.72820863368962,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2024,12,46,27,0,0,0,0,0,33,0,40,26,0,55,23,64,47,15,22,26,21.8,,,,,27031,95.2646960896748,9.57657874292479,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2025,16,68,29,21,22,24,26,27,38,16,59,45,26,63,30,50,65,21,24,27,34.85,,,,,28483,97.00874205666535,8.810395674612927,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nebraska,NE,2026,11,67,29,19,10,10,13,10,15,6,53,3,5,23,7,8,20,5,5,11,16.5,,,,,19622,94.26154316583428,9.33416573234125,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2020,65,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,29,0,9.6,,,,,926037,87.82035706996588,11.79164007485662,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2021,0,0,0,0,0,0,0,65,0,0,100,0,0,0,0,0,0,0,31,0,9.8,,,,,240779,94.9480644076103,9.503299706369742,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2022,21,51,0,0,0,0,0,0,30,0,83,0,0,0,0,0,0,0,39,0,11.2,,,,,76506,92.89075366637913,9.698350456173372,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2023,24,57,38,0,0,0,0,45,30,0,44,46,0,43,32,37,38,0,51,43,26.4,,,,,119439,86.97159219350463,11.982493155501972,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2024,22,63,30,25,40,37,41,41,35,21,46,36,0,74,28,51,38,18,40,36,36.1,,,,,132233,84.2694334999584,12.093766306443928,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2025,24,72,34,33,33,32,46,49,31,25,73,58,37,81,44,58,50,27,40,44,44.55,,,,,135227,79.35989114599894,13.428290947813675,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Nevada,NV,2026,21,74,48,35,21,18,29,19,14,11,60,6,10,33,12,16,20,9,8,26,24.5,,,,,93130,80.95028454848062,12.863787179211856,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2020,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,46,0,5.5,,,,,252598,84.2116723014434,12.116895224823631,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,8.9,,,,,34284,81.19239295298098,13.646788589429471,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2022,53,51,0,0,0,0,0,0,41,0,48,0,0,0,0,0,0,0,50,0,12.15,,,,,11357,86.91555868627279,11.257902615127234,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2023,21,53,60,0,0,0,0,0,45,0,29,45,0,46,77,39,49,0,37,33,26.7,,,,,12143,91.27892613028082,10.38598369430948,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2024,25,51,34,0,0,42,0,33,56,0,47,29,0,73,35,62,58,24,33,35,31.85,,,,,13310,90.40570999248683,10.67693463561232,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2025,22,62,38,28,28,29,27,31,43,29,55,31,16,63,23,43,57,14,28,17,34.2,,,,,13726,88.05187235902666,11.011474573801545,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Hampshire,NH,2026,16,60,38,26,14,16,16,13,16,10,40,4,7,24,7,11,22,8,5,20,18.65,,,,,8581,87.00617643631278,11.16542361030183,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2020,57,0,0,42,0,0,0,14,0,74,97,0,0,0,0,0,0,0,55,0,16.95,,,,,1563107,84.65620075912909,12.064102457477318,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2021,21,0,0,61,0,0,0,76,35,91,79,0,0,0,0,0,0,0,53,0,20.8,,,,,427908,87.44753545154566,11.200808351327856,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2022,33,86,0,26,0,0,0,67,44,47,73,56,0,0,0,59,0,0,52,50,29.65,,,,,346665,78.26229933797758,14.147338208356771,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2023,31,79,54,40,0,0,0,66,50,36,60,44,0,45,61,51,53,30,56,53,40.45,,,,,461151,80.8119249443241,12.817394953063095,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2024,31,82,45,27,52,49,33,60,57,39,63,44,13,72,40,61,54,33,48,49,47.6,,,,,495400,81.5865966895438,12.776421073879693,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2025,37,93,55,42,43,47,54,51,47,48,82,66,44,79,50,72,67,35,50,54,55.8,,,,,497453,83.62096519671205,12.311873684549091,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Jersey,NJ,2026,25,82,62,40,19,20,27,19,19,11,64,7,8,29,11,16,22,11,8,35,26.75,,,,,350390,82.94357715688233,12.792103085133707,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2020,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,47,0,5.35,,,,,186666,86.4045943021225,11.776785809949322,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2021,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,34,0,5.45,,,,,75398,87.2291042202711,11.77144619220669,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2022,0,33,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,35,0,6.4,,,,,37506,85.61830107182851,12.018796992481205,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2023,14,41,26,0,0,0,0,0,20,0,36,28,0,0,0,23,20,0,27,45,14.0,,,,,41456,87.98002701659591,11.54967917792358,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2024,12,52,24,0,0,26,0,25,14,0,42,22,0,43,27,55,32,0,24,29,21.35,,,,,45701,88.12498632415046,11.451445263779783,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2025,19,69,32,17,33,38,28,31,21,23,60,55,30,61,35,55,46,20,26,42,37.05,,,,,45575,87.38123971475589,11.157816785518376,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New Mexico,NM,2026,13,69,32,20,15,14,20,12,11,7,51,4,5,23,10,13,16,7,6,24,18.6,,,,,29973,92.03950221866346,9.886497848063255,,"trends,no-court-stats,no-parking,unemployment,no-controls"
New York,NY,2020,75,0,0,27,0,0,0,16,0,73,74,0,0,0,0,0,0,0,51,0,15.8,,,2526897.0,39678.0,4137005,84.7748552394788,13.476166453750963,,"trends,no-court-stats,parking,unemployment,no-controls"
New York,NY,2021,34,0,0,54,0,0,0,100,41,77,82,0,0,0,0,0,0,0,56,0,22.2,,,2681367.0,57975.0,1459386,92.73153230194067,10.036122382974758,,"trends,no-court-stats,parking,unemployment,no-controls"
New York,NY,2022,40,80,0,15,0,0,0,100,47,48,68,68,0,0,0,64,0,0,68,32,31.5,,,2587544.0,51986.0,504886,88.25239757093681,11.063045915315536,,"trends,no-court-stats,parking,unemployment,no-controls"
New York,NY,2023,36,70,45,43,100,93,0,76,42,42,53,46,13,39,52,53,46,43,55,52,49.95,,,2409367.0,58366.0,620986,88.06430418721195,11.162359537896185,,"trends,no-court-stats,parking,unemployment,no-controls"
New York,NY,2024,48,68,46,38,53,50,34,58,50,48,58,54,20,64,42,75,54,42,65,58,51.25,,,2399602.0,60925.0,625036,89.85802417780737,10.6716645121241,,"trends,no-court-stats,parking,unemployment,no-controls"
New York,NY,2025,54,76,54,51,49,42,54,51,50,61,77,77,47,76,56,84,71,48,70,55,60.15,,,2364288.0,57764.0,644031,86.79815102068068,11.593740829245798,,"trends,no-court-stats,parking,unemployment,no-controls"
New York,NY,2026,31,86,54,43,23,22,32,23,21,14,57,8,10,30,13,20,29,13,11,29,28.45,,,1421629.0,39389.0,409176,89.17702895575498,10.69361961600876,,"trends,no-court-stats,parking,unemployment,no-controls"
North Carolina,NC,2020,81,0,0,0,0,0,0,10,0,30,71,0,0,0,0,0,0,0,40,0,11.6,,,,,1386127,81.83809997208049,12.978870262248698,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Carolina,NC,2021,41,0,0,67,0,0,0,41,36,0,82,0,0,0,0,0,0,0,33,0,15.0,,,,,189555,87.49967028039354,11.068956239613833,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Carolina,NC,2022,20,50,0,0,0,0,0,51,33,41,62,46,0,0,0,33,0,0,34,0,18.5,,,,,93214,86.24991953998327,11.477986139421118,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Carolina,NC,2023,19,55,36,42,0,0,0,46,42,15,37,35,0,33,44,31,40,13,37,46,28.55,,,,,115416,80.42992306092744,13.23522301933874,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Carolina,NC,2024,18,61,32,25,32,31,16,40,50,15,49,29,0,51,28,60,50,17,30,35,33.45,,,,,154793,86.56011576750888,12.188270787438707,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Carolina,NC,2025,21,80,39,24,27,29,31,36,41,26,85,49,29,68,32,60,80,22,35,37,42.55,,,,,129332,91.10583614264064,9.83001500015464,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Carolina,NC,2026,17,75,47,26,14,15,18,13,16,8,80,5,7,25,9,12,23,8,6,15,21.95,,,,,63399,93.4036814460796,9.968090979352986,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,128507,95.28741624969848,8.922152100663777,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,26309,94.3973545174655,8.790318902276788,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2022,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3.2,,,,,14813,98.9941267805306,7.608789576723148,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2023,0,43,25,0,0,0,0,0,19,0,28,0,0,0,0,0,27,0,27,41,10.5,,,,,13930,99.23905240488156,7.58862167982771,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2024,10,51,20,0,0,0,0,0,0,0,39,39,0,65,0,55,46,0,20,21,18.3,,,,,21195,99.31115829205,7.541731540457655,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2025,10,68,22,12,0,15,25,28,16,0,49,34,12,69,0,40,56,0,20,11,24.35,,,,,20865,99.42487419122934,7.516486939851426,,"trends,no-court-stats,no-parking,unemployment,no-controls"
North Dakota,ND,2026,9,67,27,13,11,10,12,8,9,0,42,0,4,23,8,9,18,0,4,9,14.15,,,,,11618,99.43191599242554,7.543854363918058,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2020,59,0,0,0,0,0,0,11,0,48,64,0,0,0,0,0,0,0,24,0,10.3,,,,,1723900,78.40060328325309,13.051562445617495,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2021,28,0,0,57,0,0,0,37,33,0,58,0,0,0,0,0,0,0,33,0,12.3,,,,,324407,71.34802886497516,15.467116924110762,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2022,22,44,0,0,0,0,0,37,30,18,47,38,0,0,0,21,0,0,35,0,14.6,,,,,196352,87.30188640808343,11.468087923728811,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2023,13,48,33,28,0,0,0,47,29,18,33,29,0,26,34,26,35,0,31,32,23.1,,,,,222045,80.72237609493571,13.16247382287374,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2024,12,49,25,22,20,24,12,33,34,13,45,24,0,50,18,51,44,11,24,28,26.95,,,,,226758,84.94606584993693,11.919224459556002,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2025,15,63,31,19,22,23,30,29,33,20,67,48,28,57,27,50,60,22,30,32,35.3,,,,,234408,89.07545817548889,10.833783403296817,,"trends,no-court-stats,no-parking,unemployment,no-controls"
Ohio,OH,2026,13,64,34,21,12,12,17,12,13,6,59,5,6,24,7,10,20,6,5,15,18.05,,,,,148114,89.76194012719932,10.694701378667784,,"trends,no-court-stats,no-parking,unemployment,no-controls"
