state,state_abbr,year,month,Anthropic_interest,ChatGPT_interest,Claude AI_interest,Claude Code_interest,Claude Opus_interest,Claude Sonnet_interest,DeepSeek_interest,Gemini Pro_interest,GitHub Copilot_interest,Google DeepMind_interest,Google Gemini_interest,GPT-4_interest,GPT-5_interest,Grok AI_interest,Llama AI_interest,Meta AI_interest,Microsoft Copilot_interest,Mistral AI_interest,OpenAI_interest,Perplexity AI_interest,ai_interest_index,ui_first_payments_total,ui_pct_within_21_days,ui_avg_days_to_first_payment_approx,unemployment_rate
District of Columbia,DC,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.0,78.38270616493195,13.684947958366694,
District of Columbia,DC,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1378.0,86.5021770682148,11.6255442670537,
District of Columbia,DC,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,83.03030303030303,12.17070707070707,
District of Columbia,DC,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0,1085.0,83.59447004608295,13.244700460829494,
District of Columbia,DC,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0,735.0,77.55102040816327,13.86938775510204,
District of Columbia,DC,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,86.33333333333333,11.322222222222225,
District of Columbia,DC,2022,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,9.6,1247.0,86.68805132317561,12.260625501202886,
District of Columbia,DC,2023,1,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,9.55,1873.0,88.52108916177257,10.855579284570208,
District of Columbia,DC,2023,2,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,100.0,12.7,1953.0,81.00358422939068,13.363543266769073,
District of Columbia,DC,2023,3,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,91.0,0.0,79.0,0.0,17.2,1591.0,77.05845380263985,14.72093023255814,
District of Columbia,DC,2023,4,0.0,89.0,0.0,,,,,,0.0,0.0,0.0,,,,,,100.0,0.0,67.0,,28.444444444444443,1530.0,76.20915032679738,14.940849673202614,
District of Columbia,DC,2023,5,,,,0.0,,0.0,,0.0,,,,100.0,0.0,,0.0,,,,,,16.666666666666668,2086.0,83.26941514860978,13.486816874400766,
District of Columbia,DC,2023,6,100.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,14.0,2061.0,85.29839883551674,12.54342552159146,
District of Columbia,DC,2023,7,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,96.0,0.0,19.65,2374.0,89.13226621735467,11.774431339511374,
District of Columbia,DC,2023,8,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,14.9,3091.0,85.8945325137496,12.472339048851504,
District of Columbia,DC,2023,9,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,30.0,2147.0,85.98043782021425,13.34443409408477,
District of Columbia,DC,2023,10,100.0,100.0,84.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,24.2,2336.0,89.29794520547945,11.964683219178085,
District of Columbia,DC,2023,11,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,100.0,0.0,100.0,0.0,99.0,0.0,34.65,2331.0,87.73058773058773,12.16023166023166,
District of Columbia,DC,2023,12,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,30.0,2275.0,89.14285714285714,12.398021978021978,
District of Columbia,DC,2024,1,100.0,100.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96.0,100.0,0.0,100.0,97.0,38.3,2592.0,89.6604938271605,11.852816358024691,
District of Columbia,DC,2024,2,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,95.0,100.0,44.75,607.0,92.58649093904448,10.142504118616143,
District of Columbia,DC,2024,3,96.0,90.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.0,100.0,43.8,963.0,67.28971962616822,18.198857736240917,
District of Columbia,DC,2024,4,100.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,63.0,100.0,0.0,92.0,100.0,42.7,1461.0,72.21081451060917,17.528405201916495,
District of Columbia,DC,2024,5,100.0,84.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49.0,89.0,0.0,100.0,100.0,36.1,1783.0,82.95008412787436,14.726864834548511,
District of Columbia,DC,2024,6,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,50.0,1943.0,86.72156459083891,12.430005146680392,
District of Columbia,DC,2024,7,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,45.0,2734.0,87.45427944403804,11.863569861009507,
District of Columbia,DC,2024,8,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,93.0,100.0,0.0,100.0,0.0,34.65,1950.0,85.94871794871794,12.19897435897436,
District of Columbia,DC,2024,9,100.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,81.0,84.0,0.0,100.0,100.0,43.2,1758.0,86.0637087599545,12.226393629124004,
District of Columbia,DC,2024,10,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,44.7,2141.0,87.85614198972442,12.18846333489024,
District of Columbia,DC,2024,11,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,90.0,100.0,0.0,100.0,100.0,44.5,1881.0,81.39287612971825,13.73498139287613,
District of Columbia,DC,2024,12,100.0,97.0,100.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,44.45,2695.0,80.48237476808904,12.762894248608534,
District of Columbia,DC,2025,1,100.0,93.0,100.0,0.0,0.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,0.0,0.0,0.0,81.0,60.0,0.0,100.0,93.0,46.1,2864.0,88.79189944134079,11.730272346368714,
District of Columbia,DC,2025,2,100.0,94.0,100.0,0.0,0.0,100.0,73.0,0.0,72.0,0.0,100.0,0.0,0.0,100.0,0.0,94.0,96.0,0.0,100.0,100.0,56.45,3824.0,93.01778242677824,10.384283472803348,
District of Columbia,DC,2025,3,100.0,87.0,100.0,0.0,0.0,0.0,64.0,100.0,69.0,0.0,100.0,0.0,0.0,82.0,0.0,45.0,69.0,0.0,100.0,100.0,50.8,4609.0,83.46712952918203,12.24170101974398,
District of Columbia,DC,2025,4,100.0,86.0,100.0,0.0,0.0,0.0,78.0,100.0,100.0,0.0,100.0,0.0,0.0,70.0,0.0,30.0,95.0,0.0,100.0,100.0,52.95,4047.0,80.28169014084507,14.377440079070915,
District of Columbia,DC,2025,5,100.0,85.0,100.0,97.0,0.0,0.0,67.0,100.0,75.0,0.0,100.0,0.0,0.0,76.0,0.0,95.0,77.0,0.0,100.0,100.0,58.6,3445.0,85.42815674891146,12.925689404934689,
District of Columbia,DC,2025,6,100.0,100.0,100.0,60.0,0.0,71.0,78.0,69.0,50.0,0.0,100.0,0.0,0.0,40.0,0.0,59.0,100.0,0.0,95.0,38.0,53.0,3713.0,90.11580931861027,11.31214651225424,
District of Columbia,DC,2025,7,100.0,100.0,100.0,96.0,0.0,0.0,67.0,41.0,62.0,0.0,100.0,69.0,0.0,66.0,0.0,59.0,100.0,0.0,66.0,33.0,52.95,4423.0,91.79290074609992,10.55968799457382,
District of Columbia,DC,2025,8,100.0,88.0,100.0,95.0,100.0,0.0,68.0,89.0,87.0,0.0,79.0,0.0,36.0,73.0,0.0,68.0,100.0,0.0,62.0,35.0,59.0,3282.0,91.37720901889092,10.546160877513712,
District of Columbia,DC,2025,9,100.0,99.0,100.0,71.0,0.0,68.0,65.0,90.0,100.0,0.0,77.0,0.0,74.0,94.0,0.0,73.0,94.0,0.0,100.0,91.0,64.8,2724.0,92.84140969162996,10.271842878120411,
District of Columbia,DC,2025,10,100.0,91.0,100.0,65.0,0.0,86.0,64.0,100.0,70.0,0.0,79.0,0.0,100.0,81.0,0.0,100.0,80.0,0.0,100.0,84.0,65.0,3898.0,93.32991277578245,9.91341713699333,
District of Columbia,DC,2025,11,100.0,99.0,100.0,90.0,0.0,100.0,75.0,53.0,99.0,0.0,100.0,0.0,100.0,53.0,0.0,90.0,80.0,0.0,60.0,98.0,64.85,3768.0,86.8099787685775,11.293126326963906,
District of Columbia,DC,2025,12,100.0,89.0,100.0,80.0,100.0,94.0,55.0,94.0,100.0,0.0,93.0,0.0,100.0,79.0,0.0,100.0,100.0,0.0,100.0,95.0,73.95,2793.0,88.00572860723237,12.085571070533476,
District of Columbia,DC,2026,1,100.0,88.0,100.0,93.0,100.0,0.0,48.0,70.0,76.0,0.0,100.0,100.0,0.0,85.0,0.0,64.0,100.0,0.0,87.0,65.0,63.8,,,,
District of Columbia,DC,2026,2,100.0,97.0,100.0,92.0,100.0,100.0,72.0,100.0,94.0,0.0,97.0,58.0,70.0,75.0,0.0,75.0,100.0,0.0,72.0,100.0,75.1,2098.0,90.32411820781697,10.809580552907532,
Florida,FL,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,19830.0,89.23348461926373,11.47231467473525,
Florida,FL,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,19249.0,88.77863785131696,11.872746636188891,
Florida,FL,2020,3,46.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,17383.0,86.14738537651728,12.307311741356498,
Florida,FL,2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,574920.0,68.23540666527516,13.98424563417519,
Florida,FL,2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,831910.0,65.82262504357442,17.81776454183746,
Florida,FL,2020,6,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.7,746917.0,62.445492604934685,23.630167742868352,
Florida,FL,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.4,385864.0,84.8236684427674,12.458960929239318,
Florida,FL,2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.05,190660.0,88.83037868456938,10.284304521137102,
Florida,FL,2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.75,131826.0,88.37179312123557,10.437796792741947,
Florida,FL,2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.3,110357.0,91.8410250369256,9.030659586614352,
Florida,FL,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.45,65727.0,89.04864058910341,9.775198928902888,
Florida,FL,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.25,67419.0,84.9775285898634,10.703458965573503,
Florida,FL,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.9,76111.0,89.79516758418626,10.11876732666763,
Florida,FL,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,4.25,100578.0,92.94477917636064,9.200968402632782,
Florida,FL,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.1,50552.0,79.52801076119638,12.394207944294983,
Florida,FL,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.55,56801.0,82.52671607894227,12.613501522860512,
Florida,FL,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.1,44714.0,86.21460840005368,10.995817864650892,
Florida,FL,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,27422.0,81.86492597184743,12.627944715921522,
Florida,FL,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23712.0,85.38714574898786,11.32342273954116,
Florida,FL,2021,8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.15,24401.0,87.39805745666162,10.580652432277368,
Florida,FL,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,29587.0,92.68935681211345,9.168993138878562,
Florida,FL,2021,10,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,8.75,30725.0,92.2180634662327,9.263791700569568,
Florida,FL,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.9,19453.0,88.15606847272915,10.331157147997738,
Florida,FL,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,8.25,17615.0,89.00936701674709,10.284842463809252,
Florida,FL,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.45,14543.0,88.26239427903458,10.32524238465241,
Florida,FL,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.35,14750.0,90.14237288135594,9.824033898305084,
Florida,FL,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.8,19477.0,89.94711711249165,9.639574883195564,
Florida,FL,2022,4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,32.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,8.7,16398.0,91.51115989754848,9.570069520673252,
Florida,FL,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.2,19873.0,90.3688421476375,9.886982337845318,
Florida,FL,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,5.75,20628.0,92.19992243552451,9.375775644754702,
Florida,FL,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,6.45,31419.0,91.13911964098158,9.617158407333145,
Florida,FL,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,30.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,39.0,0.0,7.65,26088.0,92.50613308800982,9.391655167126649,
Florida,FL,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.1,20810.0,92.4026910139356,9.58173954829409,
Florida,FL,2022,10,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,63.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,35.0,0.0,9.4,28682.0,85.22069590684053,10.667648699532808,
Florida,FL,2022,11,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.8,29161.0,85.36401357978121,11.395031034601008,
Florida,FL,2022,12,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,41.0,26.0,8.2,23373.0,86.77533906644419,11.329097676806573,
Florida,FL,2023,1,18.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,22.0,43.0,0.0,0.0,0.0,42.0,0.0,0.0,62.0,35.0,15.75,23534.0,88.28503441828843,10.539878473697629,
Florida,FL,2023,2,18.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,49.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,42.0,17.0,12.5,21621.0,90.60635493270432,9.922251514731048,
Florida,FL,2023,3,11.0,51.0,0.0,0.0,21.0,0.0,0.0,0.0,20.0,0.0,13.0,29.0,0.0,0.0,32.0,24.0,40.0,0.0,39.0,28.0,15.4,24425.0,89.3224155578301,10.185690890481064,
Florida,FL,2023,4,18.0,60.0,8.0,,,,,,19.0,32.0,60.0,,,,,,22.0,0.0,37.0,,28.444444444444443,22942.0,90.68956498997473,9.784979513555925,
Florida,FL,2023,5,,,,0.0,,0.0,,0.0,,,,23.0,0.0,,0.0,,,,,,3.8333333333333335,24752.0,90.8371040723982,9.830882352941176,
Florida,FL,2023,6,14.0,57.0,44.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,30.0,26.0,0.0,0.0,0.0,34.0,41.0,0.0,36.0,52.0,17.7,17725.0,84.1015514809591,11.472609308885756,
Florida,FL,2023,7,24.0,64.0,53.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,29.0,0.0,0.0,27.0,31.0,21.0,0.0,43.0,45.0,18.0,38002.0,80.38524288195357,12.471764643966107,
Florida,FL,2023,8,5.0,62.0,58.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,42.0,43.0,0.0,0.0,32.0,42.0,48.0,0.0,44.0,62.0,23.05,32295.0,91.1565257779842,9.770800433503638,
Florida,FL,2023,9,25.0,68.0,32.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,27.0,32.0,0.0,0.0,59.0,31.0,27.0,0.0,39.0,33.0,19.95,26010.0,91.35717031910804,9.777085736255286,
Florida,FL,2023,10,14.0,63.0,44.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,38.0,34.0,0.0,0.0,28.0,41.0,48.0,0.0,36.0,25.0,19.8,27291.0,94.73819207797445,9.287109303433366,
Florida,FL,2023,11,18.0,60.0,41.0,0.0,0.0,100.0,0.0,100.0,27.0,0.0,19.0,37.0,0.0,73.0,5.0,47.0,30.0,0.0,28.0,51.0,31.8,24212.0,94.8579216917231,9.24008755988766,
Florida,FL,2023,12,22.0,63.0,28.0,0.0,0.0,0.0,0.0,11.0,37.0,0.0,32.0,32.0,0.0,47.0,38.0,46.0,20.0,19.0,32.0,41.0,23.4,21370.0,95.52643893308375,9.15992044922789,
Florida,FL,2024,1,9.0,72.0,23.0,0.0,0.0,0.0,0.0,40.0,29.0,0.0,15.0,39.0,0.0,79.0,34.0,32.0,48.0,24.0,28.0,38.0,25.5,24783.0,95.98515111164912,9.01601904531332,
Florida,FL,2024,2,12.0,72.0,46.0,0.0,0.0,0.0,0.0,29.0,33.0,34.0,39.0,33.0,0.0,45.0,46.0,35.0,39.0,30.0,33.0,36.0,28.1,25526.0,95.38509754759852,9.095451696309643,
Florida,FL,2024,3,25.0,68.0,30.0,0.0,18.0,0.0,0.0,31.0,22.0,0.0,44.0,37.0,0.0,58.0,0.0,48.0,48.0,23.0,29.0,39.0,26.0,14487.0,92.08945951542763,9.981500655760335,
Florida,FL,2024,4,17.0,72.0,28.0,0.0,28.0,0.0,0.0,29.0,21.0,0.0,51.0,37.0,0.0,32.0,31.0,44.0,54.0,23.0,32.0,34.0,26.65,17728.0,89.91990072202167,10.878384476534295,
Florida,FL,2024,5,22.0,62.0,29.0,0.0,39.0,0.0,0.0,22.0,28.0,0.0,45.0,43.0,0.0,18.0,42.0,45.0,46.0,28.0,27.0,46.0,27.1,17476.0,88.69878690775921,11.494935912108032,
Florida,FL,2024,6,16.0,71.0,38.0,0.0,30.0,30.0,34.0,22.0,15.0,0.0,40.0,40.0,0.0,36.0,34.0,61.0,44.0,36.0,28.0,25.0,30.0,19116.0,88.5593220338983,11.519643230801424,
Florida,FL,2024,7,11.0,74.0,34.0,31.0,0.0,15.0,0.0,0.0,20.0,0.0,63.0,40.0,0.0,22.0,23.0,71.0,39.0,0.0,29.0,42.0,25.7,21517.0,87.4889622159223,11.669424176232749,
Florida,FL,2024,8,12.0,77.0,38.0,68.0,0.0,27.0,0.0,45.0,28.0,0.0,58.0,41.0,0.0,38.0,28.0,56.0,61.0,0.0,29.0,51.0,32.85,21486.0,85.85125197803221,12.65503118309597,
Florida,FL,2024,9,17.0,83.0,35.0,0.0,0.0,34.0,0.0,49.0,28.0,0.0,38.0,14.0,0.0,47.0,27.0,72.0,45.0,31.0,28.0,25.0,28.65,13629.0,86.50671362535769,12.285640912759558,
Florida,FL,2024,10,16.0,78.0,31.0,56.0,0.0,24.0,0.0,25.0,18.0,0.0,68.0,6.0,0.0,29.0,37.0,60.0,59.0,0.0,32.0,42.0,29.05,19803.0,77.17012573852446,14.880371660859463,
Florida,FL,2024,11,17.0,86.0,28.0,46.0,0.0,15.0,4.0,31.0,33.0,0.0,54.0,36.0,0.0,92.0,66.0,56.0,54.0,29.0,29.0,29.0,35.25,14747.0,77.74462602563233,15.142435749643996,
Florida,FL,2024,12,15.0,74.0,33.0,40.0,0.0,7.0,19.0,28.0,31.0,0.0,48.0,45.0,0.0,64.0,53.0,55.0,58.0,0.0,33.0,43.0,32.3,13635.0,80.52805280528052,13.583718371837184,
Florida,FL,2025,1,15.0,81.0,33.0,0.0,0.0,14.0,41.0,25.0,34.0,0.0,56.0,49.0,0.0,67.0,34.0,52.0,66.0,0.0,29.0,45.0,32.05,15709.0,81.55834235151825,13.745432554586545,
Florida,FL,2025,2,15.0,86.0,35.0,17.0,0.0,32.0,30.0,21.0,32.0,0.0,55.0,42.0,0.0,67.0,39.0,63.0,65.0,20.0,26.0,59.0,35.2,15323.0,81.46577041049403,13.54408405664687,
Florida,FL,2025,3,18.0,81.0,37.0,31.0,0.0,8.0,25.0,39.0,27.0,18.0,60.0,4.0,0.0,63.0,31.0,38.0,51.0,33.0,26.0,46.0,31.8,17769.0,81.16945241713096,13.701193089087736,
Florida,FL,2025,4,16.0,88.0,29.0,29.0,0.0,26.0,29.0,34.0,34.0,0.0,58.0,34.0,0.0,59.0,27.0,59.0,70.0,54.0,32.0,50.0,36.4,18856.0,85.06576156130674,12.351506151887993,
Florida,FL,2025,5,20.0,78.0,36.0,38.0,39.0,17.0,28.0,38.0,32.0,21.0,52.0,41.0,0.0,65.0,49.0,73.0,48.0,0.0,35.0,65.0,38.75,18710.0,86.94281133083912,11.568466060929984,
Florida,FL,2025,6,15.0,86.0,36.0,27.0,40.0,24.0,29.0,35.0,28.0,26.0,51.0,41.0,0.0,65.0,46.0,46.0,57.0,5.0,30.0,32.0,35.95,21985.0,85.90402547191268,12.187559699795315,
Florida,FL,2025,7,22.0,96.0,32.0,31.0,30.0,24.0,32.0,40.0,32.0,23.0,48.0,62.0,28.0,70.0,44.0,32.0,55.0,45.0,63.0,23.0,41.6,22184.0,79.85935809592499,13.848449332852509,
Florida,FL,2025,8,19.0,89.0,31.0,28.0,29.0,25.0,29.0,31.0,36.0,26.0,51.0,41.0,34.0,75.0,50.0,33.0,56.0,39.0,37.0,26.0,39.25,19266.0,84.68805148967093,12.754853109104122,
Florida,FL,2025,9,11.0,89.0,37.0,24.0,33.0,24.0,32.0,34.0,25.0,20.0,76.0,21.0,28.0,72.0,43.0,54.0,70.0,15.0,25.0,40.0,38.65,17645.0,82.10257863417398,13.411901388495323,
Florida,FL,2025,10,15.0,84.0,33.0,24.0,10.0,28.0,28.0,40.0,29.0,45.0,78.0,43.0,28.0,79.0,22.0,47.0,61.0,22.0,35.0,35.0,39.3,20109.0,84.73320403799293,12.728156546819832,
Florida,FL,2025,11,25.0,84.0,32.0,29.0,37.0,26.0,33.0,24.0,43.0,40.0,66.0,76.0,44.0,74.0,55.0,59.0,50.0,25.0,33.0,43.0,44.9,15381.0,84.77342175411222,13.016578896040569,
